"PHL_NO.";"OLD ACC_NO";"GB_NO";"DAYS_EMER";"DAYS_TASS";"DAYS_SILK";"DAYS_HARV";"TIL_INDX_A";"STEMCOL";"SHEATHPUB";"LVS_TOT_A";"LEAFLNTH_A";"LEAFWDTH_A";"LEAFORIENT";"PRESLFLIG";"VENINDEX";"TASSTYPE";"SILKCOLOR";"TASSCOLOR";"PLTHGHT_A";"EARHGHT_A";"FOLIAGE";"NO_LEA_A_A";"NO_LEA_B_A";"NO_INT_B_A";"NO_INT_W_A";"STMDIABA_A";"STMDIABE_A";"TAS_LNTH_A";"TAPED_LT_A";"TAS_BSPA_A";"NO_PBTAS_A";"NO_SBTAS_A";"NO_TBTAS_A";"STAYGREEN";"DAYS_EL_SN";"STALKLOD";"EARHUSKCO";"EARHUSKFIT";"EARHUSKTS";"EARSHAPE";"EARTIPSHPE";"EAR_ORIENT";"EARLNTH_A";"EARDIAM_A";"COBDIAM_A";"RACDIAM_A";"PEDLNTH_A";"NO_BRCTS_A";"KER_RW_ARR";"NO_K_ROW_A";"NO_K_PRW_A";"COBCOLOR";"PERCENT_GS";"KERNEL_TYP";"KERNEL_COL";"KER_LNT_A";"KER_WDT_A";"KER_THK_A";"SHAPE_UKS";"PER_COLOR";"ALE_COLOR";"END_COLOR";"UNSH_WGT_A";"SHEL_WGT_A";"KERWGT1000";"SHELL_PC";"";""
"9816";"149";"86";"7";"";"50";"88";"0.00";"";"";"0.00";"92.67";"9.33";"";"";"0.00";"";"";"";"219.80";"93.20";"";"5.80";"6.40";"6.40";"12.00";"0.00";"0.00";"36.67";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"5";"";"16.60";"4.31";"0.00";"0.00";"0.00";"0.00";"";"13.50";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"591.00";"403.00";"253.65";"68.19";"";""
"9824";"184";"94";"6";"";"50";"89";"0.00";"";"";"0.00";"80.40";"10.00";"";"";"0.00";"";"";"";"187.60";"61.40";"";"5.60";"5.20";"5.20";"10.00";"0.00";"0.00";"31.80";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"5";"";"15.04";"3.44";"0.00";"0.00";"0.00";"0.00";"";"14.00";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"845.00";"613.00";"120.32";"72.54";"";""
"9831";"211";"101";"6";"";"54";"89";"0.00";"";"";"0.00";"77.00";"8.46";"";"";"0.00";"";"";"";"235.60";"111.80";"";"5.60";"8.40";"8.40";"13.00";"0.00";"0.00";"35.00";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"3";"5";"";"16.58";"3.74";"0.00";"0.00";"0.00";"0.00";"";"13.60";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"825.00";"618.00";"229.69";"74.91";"";""
"9833";"226";"103";"6";"";"57";"89";"0.00";"";"";"0.00";"90.40";"9.00";"";"";"0.00";"";"";"";"270.60";"153.60";"";"5.80";"9.40";"9.40";"15.40";"0.00";"0.00";"34.00";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"5";"";"17.34";"4.09";"0.00";"0.00";"0.00";"0.00";"";"13.20";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"879.00";"596.50";"250.72";"67.86";"";""
"9839";"262";"109";"6";"";"55";"89";"0.00";"";"";"0.00";"83.80";"9.40";"";"";"0.00";"";"";"";"235.20";"107.80";"";"5.60";"6.60";"6.60";"12.20";"0.00";"0.00";"35.60";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"5";"";"16.90";"4.13";"0.00";"0.00";"0.00";"0.00";"";"12.00";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"958.00";"595.00";"203.58";"62.11";"";""
"9841";"265";"111";"7";"";"50";"88";"0.00";"";"";"0.00";"83.20";"9.00";"";"";"0.00";"";"";"";"200.20";"96.40";"";"5.20";"6.60";"6.60";"12.20";"0.00";"0.00";"36.40";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"5";"";"17.90";"4.46";"0.00";"0.00";"0.00";"0.00";"";"12.40";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"561.00";"365.75";"264.94";"65.20";"";""
"9849";"275";"119";"6";"";"54";"89";"0.00";"";"";"0.00";"78.80";"8.40";"";"";"0.00";"";"";"";"207.40";"104.20";"";"5.40";"7.00";"8.20";"13.20";"0.00";"0.00";"32.60";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"1";"";"16.26";"4.33";"0.00";"0.00";"0.00";"0.00";"";"14.40";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"812.50";"555.50";"230.24";"68.37";"";""
"9918";"359";"188";"6";"";"51";"88";"0.00";"";"";"0.00";"88.40";"7.70";"";"";"0.00";"";"";"";"194.80";"78.00";"";"5.40";"6.00";"6.60";"12.00";"0.00";"0.00";"33.40";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"9";"";"15.72";"4.01";"0.00";"0.00";"0.00";"0.00";"";"9.60";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"698.00";"474.00";"221.92";"67.91";"";""
"9919";"360";"189";"6";"";"51";"88";"0.00";"";"";"0.00";"89.60";"9.00";"";"";"0.00";"";"";"";"213.00";"74.00";"";"4.60";"5.60";"6.00";"10.80";"0.00";"0.00";"37.20";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"9";"";"14.54";"4.17";"0.00";"0.00";"0.00";"0.00";"";"12.00";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"786.00";"555.00";"198.04";"70.61";"";""
"9921";"362";"191";"6";"";"59";"96";"0.00";"";"";"0.00";"78.40";"8.60";"";"";"0.00";"";"";"";"270.00";"156.80";"";"6.40";"8.40";"8.40";"13.80";"0.00";"0.00";"36.20";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"5";"";"15.84";"3.96";"0.00";"0.00";"0.00";"0.00";"";"12.00";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"793.50";"508.50";"203.29";"64.08";"";""
"9928";"369";"198";"7";"";"63";"95";"0.00";"";"";"0.00";"96.40";"8.30";"";"";"0.00";"";"";"";"265.40";"149.20";"";"5.20";"9.20";"8.60";"13.20";"0.00";"0.00";"42.20";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"5";"";"17.00";"4.56";"0.00";"0.00";"0.00";"0.00";"";"15.00";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"391.00";"169.00";"194.16";"43.22";"";""
"9932";"375";"202";"6";"";"60";"96";"0.00";"";"";"0.00";"92.00";"9.80";"";"";"0.00";"";"";"";"246.40";"140.80";"";"6.20";"10.20";"9.40";"14.80";"0.00";"0.00";"40.20";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"";"";"";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0.00";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"407.00";"245.00";"160.58";"60.20";"";""
"9941";"384";"211";"7";"";"58";"95";"0.00";"";"";"0.00";"79.60";"9.20";"";"";"0.00";"";"";"";"263.60";"156.20";"";"5.40";"8.20";"8.80";"14.00";"0.00";"0.00";"40.00";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"3";"5";"";"15.50";"3.82";"0.00";"0.00";"0.00";"0.00";"";"10.40";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"954.00";"665.00";"207.71";"69.71";"";""
"9953";"398";"223";"6";"";"64";"96";"0.00";"";"";"0.00";"80.00";"8.68";"";"";"0.00";"";"";"";"279.00";"172.80";"";"5.40";"10.20";"9.60";"15.00";"0.00";"0.00";"35.00";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"";"";"";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0.00";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"80.00";"34.00";"0.00";"42.50";"";""
"9959";"406";"229";"6";"";"60";"96";"0.00";"";"";"0.00";"84.00";"8.20";"";"";"0.00";"";"";"";"249.20";"157.40";"";"4.60";"8.20";"9.40";"15.00";"0.00";"0.00";"36.40";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"5";"";"15.86";"3.70";"0.00";"0.00";"0.00";"0.00";"";"13.20";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"760.00";"507.00";"214.97";"66.71";"";""
"10062";"519";"332";"9";"";"48";"85";"0.00";"";"";"0.00";"71.40";"8.60";"";"";"0.00";"";"";"";"192.20";"69.60";"";"5.80";"4.80";"4.80";"10.60";"0.00";"0.00";"31.60";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"5";"";"15.54";"3.86";"0.00";"0.00";"0.00";"0.00";"";"13.60";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"917.00";"693.00";"226.41";"75.57";"";""
"10087";"550";"357";"7";"";"63";"95";"0.00";"";"";"0.00";"72.00";"7.00";"";"";"0.00";"";"";"";"215.00";"110.00";"";"5.00";"7.60";"8.40";"15.00";"0.00";"0.00";"29.40";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"";"";"";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0.00";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"178.00";"108.00";"146.82";"60.67";"";""
"10091";"554";"361";"6";"";"60";"96";"0.00";"";"";"0.00";"83.80";"8.40";"";"";"0.00";"";"";"";"200.60";"101.20";"";"4.60";"7.20";"6.20";"12.40";"0.00";"0.00";"34.60";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"5";"";"14.74";"4.50";"0.00";"0.00";"0.00";"0.00";"";"15.20";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"560.50";"373.00";"266.68";"66.55";"";""
"10105";"571";"375";"9";"";"55";"85";"0.00";"";"";"0.00";"84.40";"10.20";"";"";"0.00";"";"";"";"211.20";"88.40";"";"5.60";"6.00";"7.00";"13.40";"0.00";"0.00";"36.80";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"5";"";"15.84";"4.54";"0.00";"0.00";"0.00";"0.00";"";"12.80";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"536.00";"352.50";"225.26";"65.76";"";""
"10134";"635";"404";"6";"";"51";"88";"0.00";"";"";"0.00";"74.40";"9.80";"";"";"0.00";"";"";"";"181.00";"84.80";"";"5.80";"6.60";"7.00";"12.00";"0.00";"0.00";"35.20";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"5";"";"15.92";"3.91";"0.00";"0.00";"0.00";"0.00";"";"12.40";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"606.00";"444.50";"205.65";"73.35";"";""
"10143";"680";"413";"6";"";"55";"88";"0.00";"";"";"0.00";"83.40";"9.36";"";"";"0.00";"";"";"";"231.20";"104.00";"";"6.40";"7.20";"7.20";"13.00";"0.00";"0.00";"35.00";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"5";"";"11.64";"4.46";"0.00";"0.00";"0.00";"0.00";"";"16.80";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"666.50";"408.50";"205.56";"61.29";"";""
"10168";"733";"438";"6";"";"54";"88";"0.00";"";"";"0.00";"78.00";"8.58";"";"";"0.00";"";"";"";"237.80";"121.00";"";"4.40";"6.80";"6.80";"12.00";"0.00";"0.00";"36.60";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"5";"";"14.73";"3.91";"0.00";"0.00";"0.00";"0.00";"";"11.33";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"355.00";"242.00";"135.14";"68.17";"";""
"10195";"825";"465";"6";"";"51";"88";"0.00";"";"";"0.00";"87.60";"7.68";"";"";"0.00";"";"";"";"220.00";"101.20";"";"4.80";"6.20";"6.20";"11.40";"0.00";"0.00";"36.80";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"3";"5";"";"15.18";"4.27";"0.00";"0.00";"0.00";"0.00";"";"12.40";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"647.00";"395.00";"241.81";"61.05";"";""
"10197";"829";"467";"6";"";"54";"88";"0.00";"";"";"0.00";"100.00";"8.20";"";"";"0.00";"";"";"";"264.20";"153.00";"";"6.80";"9.60";"9.60";"14.20";"0.00";"0.00";"38.60";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"5";"";"15.32";"3.58";"0.00";"0.00";"0.00";"0.00";"";"12.50";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"532.00";"395.00";"207.82";"74.25";"";""
"10198";"831";"468";"6";"";"56";"96";"0.00";"";"";"0.00";"87.80";"8.26";"";"";"0.00";"";"";"";"241.67";"128.33";"";"5.40";"8.40";"8.40";"13.80";"0.00";"0.00";"39.40";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"5";"";"16.20";"3.65";"0.00";"0.00";"0.00";"0.00";"";"12.67";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"851.00";"510.00";"218.90";"59.93";"";""
"10204";"838";"474";"6";"";"59";"96";"0.00";"";"";"0.00";"81.20";"10.40";"";"";"0.00";"";"";"";"257.80";"137.20";"";"5.00";"8.80";"8.80";"14.20";"0.00";"0.00";"42.40";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"5";"";"17.32";"3.89";"0.00";"0.00";"0.00";"0.00";"";"13.20";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"718.00";"345.50";"223.75";"55.08";"";""
"10218";"879";"488";"6";"";"54";"88";"0.00";"";"";"0.00";"91.00";"9.20";"";"";"0.00";"";"";"";"198.00";"45.40";"";"6.40";"4.00";"4.00";"10.00";"0.00";"0.00";"38.60";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"5";"";"18.38";"4.16";"0.00";"0.00";"0.00";"0.00";"";"12.80";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"728.50";"495.00";"218.94";"67.95";"";""
"10225";"901";"495";"7";"";"53";"87";"0.00";"";"";"0.00";"66.40";"7.48";"";"";"0.00";"";"";"";"152.40";"39.00";"";"6.20";"4.00";"3.60";"9.80";"0.00";"0.00";"66.40";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"";"";"";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0.00";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"159.00";"82.00";"0.00";"51.57";"";""
"10238";"923";"508";"10";"";"50";"84";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"0.00";"";"";"";"0.00";"0.00";"";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"";"";"";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0.00";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"183.00";"129.00";"197.50";"70.49";"";""
"10269";"1035";"539";"7";"";"48";"87";"0.00";"";"";"0.00";"81.20";"9.20";"";"";"0.00";"";"";"";"211.80";"77.80";"";"4.80";"5.00";"5.80";"11.40";"0.00";"0.00";"81.20";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"5";"";"14.92";"3.67";"0.00";"0.00";"0.00";"0.00";"";"15.20";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"538.00";"361.00";"175.81";"67.10";"";""
"10273";"1043";"543";"10";"";"50";"84";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"0.00";"";"";"";"0.00";"0.00";"";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"1";"";"14.00";"4.24";"0.00";"0.00";"0.00";"0.00";"";"15.00";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"247.00";"177.00";"107.86";"71.66";"";""
"10276";"1093";"546";"6";"";"34";"88";"0.00";"";"";"0.00";"69.20";"7.86";"";"";"0.00";"";"";"";"204.20";"66.00";"";"5.80";"4.60";"4.40";"10.60";"0.00";"0.00";"69.20";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"9";"";"17.40";"4.30";"0.00";"0.00";"0.00";"0.00";"";"14.00";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"993.50";"335.50";"273.91";"74.03";"";""
"10307";"1183";"577";"6";"";"44";"88";"0.00";"";"";"0.00";"60.20";"8.20";"";"";"0.00";"";"";"";"217.80";"75.20";"";"4.60";"5.20";"5.80";"10.00";"0.00";"0.00";"35.20";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"9";"";"15.90";"3.89";"0.00";"0.00";"0.00";"0.00";"";"14.00";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"906.50";"670.00";"223.95";"73.91";"";""
"10315";"1201";"585";"7";"";"50";"87";"0.00";"";"";"0.00";"79.40";"8.40";"";"";"0.00";"";"";"";"214.40";"86.20";"";"5.40";"6.20";"6.60";"12.40";"0.00";"0.00";"33.00";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"5";"";"16.70";"4.05";"0.00";"0.00";"0.00";"0.00";"";"15.33";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"603.00";"383.00";"207.57";"63.52";"";""
"10334";"1276";"604";"6";"";"42";"88";"0.00";"";"";"0.00";"71.60";"7.06";"";"";"0.00";"";"";"";"212.40";"78.20";"";"5.20";"5.40";"5.40";"11.20";"0.00";"0.00";"30.40";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"5";"";"15.76";"4.14";"0.00";"0.00";"0.00";"0.00";"";"13.20";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"662.25";"512.75";"256.78";"77.42";"";""
"10335";"1277";"605";"6";"";"56";"88";"0.00";"";"";"0.00";"91.20";"8.20";"";"";"0.00";"";"";"";"207.20";"101.80";"";"5.40";"8.20";"8.20";"12.60";"0.00";"0.00";"33.40";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"5";"";"14.70";"3.42";"0.00";"0.00";"0.00";"0.00";"";"20.00";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"921.00";"630.00";"144.40";"68.40";"";""
"10353";"1296";"623";"6";"";"51";"88";"0.00";"";"";"0.00";"70.20";"8.68";"";"";"0.00";"";"";"";"203.00";"109.40";"";"5.60";"7.00";"7.00";"13.20";"0.00";"0.00";"30.40";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"5";"";"9.70";"4.10";"0.00";"0.00";"0.00";"0.00";"";"17.60";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"465.00";"368.00";"181.28";"79.14";"";""
"10355";"1298";"625";"6";"";"51";"88";"0.00";"";"";"0.00";"74.80";"7.48";"";"";"0.00";"";"";"";"239.60";"126.80";"";"5.80";"7.60";"7.60";"12.80";"0.00";"0.00";"30.20";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"";"";"";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0.00";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"193.00";"144.00";"162.44";"74.61";"";""
"10356";"1299";"626";"6";"";"54";"88";"0.00";"";"";"0.00";"85.80";"8.68";"";"";"0.00";"";"";"";"214.20";"121.80";"";"5.40";"7.40";"7.40";"12.40";"0.00";"0.00";"32.40";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"5";"";"8.22";"3.60";"0.00";"0.00";"0.00";"0.00";"";"15.20";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"478.00";"355.00";"159.13";"74.27";"";""
"10357";"1300";"627";"6";"";"46";"88";"0.00";"";"";"0.00";"83.00";"8.60";"";"";"0.00";"";"";"";"216.00";"105.80";"";"5.60";"6.80";"6.40";"11.60";"0.00";"0.00";"29.40";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"3";"5";"";"10.78";"4.09";"0.00";"0.00";"0.00";"0.00";"";"15.60";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"522.50";"410.00";"185.40";"78.47";"";""
"10358";"1301";"628";"6";"";"46";"88";"0.00";"";"";"0.00";"84.20";"7.20";"";"";"0.00";"";"";"";"211.60";"87.20";"";"5.40";"6.00";"5.60";"11.60";"0.00";"0.00";"30.60";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"5";"";"12.48";"3.79";"0.00";"0.00";"0.00";"0.00";"";"15.20";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"765.50";"621.00";"184.57";"81.12";"";""
"10364";"1307";"634";"6";"";"49";"88";"0.00";"";"";"0.00";"81.80";"7.90";"";"";"0.00";"";"";"";"207.80";"94.20";"";"5.00";"6.00";"6.40";"11.40";"0.00";"0.00";"31.00";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"3";"5";"";"10.50";"4.28";"0.00";"0.00";"0.00";"0.00";"";"22.00";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"626.00";"488.00";"185.56";"77.96";"";""
"10375";"1318";"645";"6";"";"44";"88";"0.00";"";"";"0.00";"80.00";"8.20";"";"";"0.00";"";"";"";"241.00";"115.40";"";"5.00";"6.40";"6.80";"11.80";"0.00";"0.00";"29.60";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"3";"5";"";"10.42";"4.23";"0.00";"0.00";"0.00";"0.00";"";"16.00";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"700.00";"525.00";"196.25";"75.00";"";""
"10385";"1332";"655";"6";"";"54";"88";"0.00";"";"";"0.00";"86.60";"8.80";"";"";"0.00";"";"";"";"217.80";"100.00";"";"6.00";"7.40";"6.40";"11.60";"0.00";"0.00";"34.80";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"3";"5";"";"14.54";"3.74";"0.00";"0.00";"0.00";"0.00";"";"15.60";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"722.00";"528.00";"153.75";"73.13";"";""
"10389";"1337";"659";"6";"";"54";"88";"0.00";"";"";"0.00";"79.60";"8.92";"";"";"0.00";"";"";"";"240.00";"120.00";"";"6.00";"7.80";"8.00";"14.40";"0.00";"0.00";"37.20";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"5";"";"14.96";"3.94";"0.00";"0.00";"0.00";"0.00";"";"13.20";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"514.50";"357.00";"204.73";"69.39";"";""
"10394";"1345";"664";"6";"";"54";"88";"0.00";"";"";"0.00";"84.80";"8.40";"";"";"0.00";"";"";"";"213.00";"85.40";"";"5.40";"6.00";"7.00";"13.00";"0.00";"0.00";"33.20";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"5";"";"14.96";"4.01";"0.00";"0.00";"0.00";"0.00";"";"14.80";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"819.50";"601.50";"198.91";"73.40";"";""
"10403";"1355";"673";"7";"";"54";"87";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"0.00";"";"";"";"0.00";"0.00";"";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"5";"";"15.55";"4.26";"0.00";"0.00";"0.00";"0.00";"";"13.00";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"250.00";"186.00";"271.44";"74.40";"";""
"10415";"1373";"685";"10";"";"50";"84";"0.00";"";"";"0.00";"72.00";"7.50";"";"";"0.00";"";"";"";"193.00";"80.40";"";"5.60";"5.60";"6.00";"11.40";"0.00";"0.00";"27.00";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"5";"";"14.48";"3.82";"0.00";"0.00";"0.00";"0.00";"";"13.20";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"495.00";"353.00";"188.13";"71.31";"";""
"10417";"1377";"687";"10";"";"45";"84";"0.00";"";"";"0.00";"68.40";"8.80";"";"";"0.00";"";"";"";"185.80";"62.40";"";"4.80";"5.20";"5.00";"9.20";"0.00";"0.00";"35.00";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"";"";"";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0.00";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"0.00";"0.00";"0.00";"0.00";"";""
"10418";"1378";"688";"10";"";"45";"84";"0.00";"";"";"0.00";"70.00";"7.33";"";"";"0.00";"";"";"";"220.40";"68.20";"";"5.40";"4.40";"5.00";"10.40";"0.00";"0.00";"30.00";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"5";"";"12.56";"3.90";"0.00";"0.00";"0.00";"0.00";"";"14.00";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"422.00";"329.00";"203.81";"77.96";"";""
"10419";"1379";"689";"10";"";"51";"84";"0.00";"";"";"0.00";"85.00";"9.06";"";"";"0.00";"";"";"";"209.20";"104.80";"";"5.80";"7.80";"7.20";"12.00";"0.00";"0.00";"35.20";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"5";"";"15.53";"3.96";"0.00";"0.00";"0.00";"0.00";"";"12.00";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"521.00";"354.00";"237.65";"67.95";"";""
"10420";"1381";"690";"10";"";"54";"84";"0.00";"";"";"0.00";"80.60";"8.60";"";"";"0.00";"";"";"";"218.80";"96.80";"";"5.40";"7.40";"6.80";"11.80";"0.00";"0.00";"33.00";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"5";"";"17.48";"3.99";"0.00";"0.00";"0.00";"0.00";"";"12.00";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"435.00";"274.00";"190.47";"62.99";"";""
