"PHL_NO.";"OLD ACC_NO";"GB_NO";"DAYS_EMER";"DAYS_TASS";"DAYS_SILK";"DAYS_HARV";"TIL_INDX_A";"STEMCOL";"SHEATHPUB";"LVS_TOT_A";"LEAFLNTH_A";"LEAFWDTH_A";"LEAFORIENT";"PRESLFLIG";"VENINDEX";"TASSTYPE";"SILKCOLOR";"TASSCOLOR";"PLTHGHT_A";"EARHGHT_A";"FOLIAGE";"NO_LEA_A_A";"NO_LEA_B_A";"NO_INT_B_A";"NO_INT_W_A";"STMDIABA_A";"STMDIABE_A";"TAS_LNTH_A";"TAPED_LT_A";"TAS_BSPA_A";"NO_PBTAS_A";"NO_SBTAS_A";"NO_TBTAS_A";"STAYGREEN";"DAYS_EL_SN";"STALKLOD";"EARHUSKCO";"EARHUSKFIT";"EARHUSKTS";"EARSHAPE";"EARTIPSHPE";"EAR_ORIENT";"EARLNTH_A";"EARDIAM_A";"COBDIAM_A";"RACDIAM_A";"PEDLNTH_A";"NO_BRCTS_A";"KER_RW_ARR";"NO_K_ROW_A";"NO_K_PRW_A";"COBCOLOR";"PERCENT_GS";"KERNEL_TYP";"KERNEL_COL";"KER_LNT_A";"KER_WDT_A";"KER_THK_A";"SHAPE_UKS";"PER_COLOR";"ALE_COLOR";"END_COLOR";"UNSH_WGT_A";"SHEL_WGT_A";"KERWGT1000";"SHELL_PC";"";""
"10421";"1382";"691";"7";"";"43";"87";"0.00";"";"";"0.00";"65.80";"7.60";"";"";"0.00";"";"";"";"174.40";"53.80";"";"5.00";"4.80";"5.00";"10.60";"0.00";"0.00";"31.00";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"5";"";"10.00";"4.00";"0.00";"0.00";"0.00";"0.00";"";"14.00";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"552.00";"420.00";"202.97";"76.09";"";""
"11334";"2512";"1604";"";"";"";"";"0.00";"";"";"0.00";"98.40";"11.20";"";"";"0.00";"";"";"";"239.80";"107.80";"";"0.00";"0.00";"6.20";"12.40";"2.19";"1.65";"37.20";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"5";"9";"";"";"3";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0.00";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"0.00";"0.00";"0.00";"0.00";"";""
"11341";"2519";"1611";"";"";"";"";"0.00";"";"";"0.00";"84.40";"7.90";"";"";"0.00";"";"";"";"252.60";"108.20";"";"0.00";"0.00";"6.20";"11.60";"2.41";"1.70";"40.40";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"5";"5";"";"";"3";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0.00";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"192.00";"147.00";"116.90";"0.00";"";""
"11342";"2520";"1612";"";"";"";"";"0.00";"";"";"0.00";"93.80";"8.50";"";"";"0.00";"";"";"";"275.20";"113.80";"";"0.00";"0.00";"6.80";"11.40";"2.23";"1.37";"40.60";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"5";"5";"";"5";"3";"13.83";"4.94";"0.00";"0.00";"0.00";"0.00";"";"15.33";"24.67";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"495.00";"348.00";"240.29";"70.00";"";""
"11345";"2523";"1615";"";"";"";"";"0.00";"";"";"0.00";"97.20";"9.50";"";"";"0.00";"";"";"";"265.80";"129.20";"";"0.00";"0.00";"7.40";"13.20";"2.77";"2.01";"39.80";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"5";"5";"";"5";"1";"15.50";"4.21";"0.00";"0.00";"0.00";"0.00";"";"13.00";"27.50";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"688.00";"446.00";"284.70";"65.00";"";""
"9775";"79";"46";"";"";"";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"0.00";"";"";"";"176.40";"66.40";"";"0.00";"0.00";"6.60";"11.00";"2.41";"1.90";"36.00";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"5";"5";"";"5";"3";"17.60";"4.24";"0.00";"0.00";"0.00";"0.00";"";"13.20";"37.60";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"606.00";"476.50";"237.44";"79.00";"";""
"11349";"2527";"1619";"";"";"";"";"0.00";"";"";"0.00";"72.60";"7.70";"";"";"0.00";"";"";"";"196.60";"81.60";"";"0.00";"0.00";"6.80";"10.00";"1.99";"1.36";"37.60";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"5";"5";"";"1";"3";"13.40";"3.90";"0.00";"0.00";"0.00";"0.00";"";"14.40";"29.60";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"634.00";"504.00";"142.29";"79.00";"";""
"11354";"2532";"1624";"";"";"";"";"0.00";"";"";"0.00";"82.60";"8.50";"";"";"0.00";"";"";"";"213.00";"77.80";"";"0.00";"0.00";"6.00";"10.40";"1.75";"1.46";"31.00";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"5";"9";"";"1";"3";"10.70";"3.90";"0.00";"0.00";"0.00";"0.00";"";"13.20";"22.40";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"785.50";"642.00";"199.93";"82.00";"";""
"9847";"272";"117";"";"";"";"";"0.00";"";"";"0.00";"85.80";"7.50";"";"";"0.00";"";"";"";"237.60";"93.60";"";"0.00";"0.00";"8.20";"13.20";"2.43";"1.82";"39.60";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"5";"5";"";"5";"1";"15.00";"4.38";"0.00";"0.00";"0.00";"0.00";"";"12.40";"29.60";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"785.50";"577.50";"276.57";"74.00";"";""
"11357";"2535";"1627";"";"";"";"";"0.00";"";"";"0.00";"89.40";"9.80";"";"";"0.00";"";"";"";"238.20";"113.20";"";"0.00";"0.00";"8.00";"13.00";"2.26";"1.70";"36.00";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"5";"5";"";"";"1";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0.00";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"0.00";"31.00";"0.00";"0.00";"";""
"11358";"2536";"1628";"";"";"";"";"0.00";"";"";"0.00";"88.00";"8.42";"";"";"0.00";"";"";"";"225.60";"104.80";"";"0.00";"0.00";"7.20";"12.20";"2.20";"1.48";"35.20";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"5";"5";"";"1";"1";"17.50";"3.95";"0.00";"0.00";"0.00";"0.00";"";"17.33";"44.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"416.00";"293.00";"114.73";"70.00";"";""
"9900";"338";"170";"";"";"";"";"0.00";"";"";"0.00";"83.00";"6.90";"";"";"0.00";"";"";"";"189.20";"76.60";"";"0.00";"0.00";"7.00";"11.00";"1.89";"1.35";"31.40";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"5";"5";"";"5";"3";"11.10";"4.22";"0.00";"0.00";"0.00";"0.00";"";"11.20";"21.60";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"552.00";"442.50";"266.35";"80.00";"";""
"9902";"340";"172";"";"";"";"";"0.00";"";"";"0.00";"69.40";"6.40";"";"";"0.00";"";"";"";"197.60";"93.80";"";"0.00";"0.00";"7.20";"11.80";"1.69";"1.21";"35.40";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"5";"5";"";"5";"1";"12.20";"4.73";"0.00";"0.00";"0.00";"0.00";"";"11.60";"21.60";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"567.00";"468.00";"335.56";"83.00";"";""
"9903";"341";"173";"";"";"";"";"0.00";"";"";"0.00";"70.20";"7.90";"";"";"0.00";"";"";"";"195.20";"86.00";"";"0.00";"0.00";"7.00";"11.00";"1.75";"1.23";"32.60";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"9";"5";"";"5";"1";"13.80";"4.96";"0.00";"0.00";"0.00";"0.00";"";"11.20";"26.80";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"0.00";"718.00";"332.74";"0.00";"";""
"9904";"342";"174";"";"";"";"";"0.00";"";"";"0.00";"84.80";"6.46";"";"";"0.00";"";"";"";"196.00";"78.00";"";"0.00";"0.00";"6.60";"11.40";"1.82";"1.24";"36.20";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"9";"5";"";"5";"3";"14.50";"4.70";"0.00";"0.00";"0.00";"0.00";"";"12.00";"23.20";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"633.00";"492.50";"311.37";"78.00";"";""
"9905";"344";"175";"";"";"";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"0.00";"";"";"";"163.00";"56.67";"";"0.00";"0.00";"5.40";"9.40";"2.06";"1.69";"34.00";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"5";"5";"";"5";"3";"15.67";"4.60";"0.00";"0.00";"0.00";"0.00";"";"10.67";"25.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"298.00";"247.00";"154.12";"83.00";"";""
"9916";"355";"186";"";"";"";"";"0.00";"";"";"0.00";"79.20";"8.16";"";"";"0.00";"";"";"";"235.40";"100.80";"";"0.00";"0.00";"6.80";"11.00";"1.56";"1.54";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"9";"9";"";"5";"1";"15.20";"4.42";"0.00";"0.00";"0.00";"0.00";"";"9.20";"23.80";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"0.00";"723.00";"331.77";"0.00";"";""
"9917";"356";"187";"";"";"";"";"0.00";"";"";"0.00";"91.00";"8.30";"";"";"0.00";"";"";"";"270.40";"122.20";"";"0.00";"0.00";"7.80";"12.00";"2.17";"1.77";"45.20";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"5";"9";"";"5";"1";"15.50";"3.98";"0.00";"0.00";"0.00";"0.00";"";"10.80";"19.60";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"331.00";"193.00";"148.73";"58.31";"";""
"9920";"361";"190";"";"";"";"";"";"";"";"";"93.40";"8.86";"";"";"";"";"";"";"271.00";"127.40";"";"";"";"9.40";"14.00";"2.24";"1.48";"43.20";"";"";"";"";"";"";"";"";"";"5";"5";"";"5";"3";"13.30";"4.64";"";"";"";"";"";"13.20";"27.20";"";"";"";"";"";"";"";"";"";"";"";"972.00";"748.00";"289.96";"76.95";"";""
"9922";"363";"192";"";"";"";"";"";"";"";"";"82.80";"7.50";"";"";"";"";"";"";"226.40";"84.40";"";"";"";"7.60";"12.40";"2.98";"1.54";"42.20";"";"";"";"";"";"";"";"";"";"5";"5";"";"5";"1";"16.40";"4.32";"";"";"";"";"";"13.20";"28.60";"";"";"";"";"";"";"";"";"";"";"";"808.00";"581.00";"252.81";"71.91";"";""
"9923";"364";"193";"";"";"";"";"";"";"";"";"75.20";"7.80";"";"";"";"";"";"";"242.00";"112.00";"";"";"";"8.00";"12.60";"1.98";"1.59";"36.80";"";"";"";"";"";"";"";"";"";"5";"5";"";"5";"3";"15.67";"5.08";"";"";"";"";"";"14.67";"29.00";"";"";"";"";"";"";"";"";"";"";"";"566.00";"391.00";"267.30";"69.08";"";""
"9927";"368";"197";"";"";"";"";"";"";"";"";"85.20";"6.62";"";"";"";"";"";"";"224.20";"106.60";"";"";"";"7.40";"11.40";"1.82";"1.37";"38.80";"";"";"";"";"";"";"";"";"";"9";"5";"";"5";"1";"16.20";"4.00";"";"";"";"";"";"12.40";"32.40";"";"";"";"";"";"";"";"";"";"";"";"974.00";"829.00";"215.31";"85.11";"";""
"9943";"386";"213";"";"";"";"";"";"";"";"";"97.80";"7.58";"";"";"";"";"";"";"300.00";"158.40";"";"";"";"10.00";"14.60";"2.56";"1.81";"37.40";"";"";"";"";"";"";"";"";"";"5";"9";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"309.00";"215.87";"";"";""
"9953";"398";"223";"";"";"";"";"";"";"";"";"93.60";"8.86";"";"";"";"";"";"";"340.00";"193.00";"";"";"";"9.80";"15.40";"2.53";"1.98";"40.80";"";"";"";"";"";"";"";"";"";"5";"9";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10013";"467";"283";"";"";"";"";"";"";"";"";"76.00";"8.50";"";"";"";"";"";"";"231.80";"93.60";"";"";"";"7.00";"12.00";"2.76";"1.57";"37.20";"";"";"";"";"";"";"";"";"";"5";"1";"";"5";"1";"14.40";"4.34";"";"";"";"";"";"12.80";"28.80";"";"";"";"";"";"";"";"";"";"";"";"544.50";"465.00";"255.62";"85.40";"";""
"10014";"468";"284";"";"";"";"";"";"";"";"";"90.40";"8.66";"";"";"";"";"";"";"196.00";"80.40";"";"";"";"6.20";"9.80";"1.95";"1.54";"37.40";"";"";"";"";"";"";"";"";"";"5";"1";"";"5";"1";"15.20";"4.10";"";"";"";"";"";"11.60";"31.40";"";"";"";"";"";"";"";"";"";"";"";"802.00";"585.00";"243.32";"72.94";"";""
"10015";"469";"285";"";"";"";"";"";"";"";"";"91.60";"7.60";"";"";"";"";"";"";"217.80";"91.80";"";"";"";"7.60";"11.80";"1.90";"1.53";"35.60";"";"";"";"";"";"";"";"";"";"5";"1";"";"5";"3";"17.00";"4.26";"";"";"";"";"";"13.20";"32.80";"";"";"";"";"";"";"";"";"";"";"";"721.00";"567.00";"234.48";"0.00";"";""
"10018";"473";"288";"";"";"";"";"";"";"";"";"98.80";"8.04";"";"";"";"";"";"";"251.40";"99.40";"";"";"";"6.00";"11.00";"2.15";"1.74";"36.40";"";"";"";"";"";"";"";"";"";"5";"5";"";"";"3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10045";"501";"315";"";"";"";"";"";"";"";"";"0.00";"0.00";"";"";"";"";"";"";"0.00";"0.00";"";"";"";"7.80";"12.60";"1.92";"1.55";"0.00";"";"";"";"";"";"";"";"";"";"5";"3";"";"5";"3";"15.10";"3.98";"";"";"";"";"";"13.20";"35.00";"";"";"";"";"";"";"";"";"";"";"";"556.00";"486.00";"203.52";"87.41";"";""
"10049";"505";"319";"";"";"";"";"";"";"";"";"97.40";"8.86";"";"";"";"";"";"";"284.00";"120.40";"";"";"";"7.60";"12.40";"2.00";"1.67";"37.00";"";"";"";"";"";"";"";"";"";"5";"3";"";"5";"3";"16.60";"3.96";"";"";"";"";"";"12.00";"35.60";"";"";"";"";"";"";"";"";"";"";"";"717.50";"589.50";"214.88";"82.16";"";""
"10050";"506";"320";"";"";"";"";"";"";"";"";"97.20";"8.62";"";"";"";"";"";"";"267.60";"142.20";"";"";"";"8.40";"13.20";"2.01";"1.55";"36.40";"";"";"";"";"";"";"";"";"";"5";"3";"";"9";"1";"15.00";"3.67";"";"";"";"";"";"10.80";"31.40";"";"";"";"";"";"";"";"";"";"";"";"755.50";"661.50";"208.75";"87.56";"";""
"10051";"507";"321";"";"";"";"";"";"";"";"";"95.40";"8.88";"";"";"";"";"";"";"257.40";"111.40";"";"";"";"9.00";"13.60";"2.11";"1.59";"38.40";"";"";"";"";"";"";"";"";"";"5";"3";"";"5";"1";"17.40";"4.15";"";"";"";"";"";"11.60";"34.40";"";"";"";"";"";"";"";"";"";"";"";"823.50";"649.50";"248.08";"78.87";"";""
"10118";"601";"388";"";"";"";"";"";"";"";"";"97.80";"8.82";"";"";"";"";"";"";"265.00";"155.00";"";"";"";"9.40";"15.20";"2.22";"1.63";"43.80";"";"";"";"";"";"";"";"";"";"5";"9";"";"5";"3";"16.60";"4.63";"";"";"";"";"";"15.60";"33.40";"";"";"";"";"";"";"";"";"";"";"";"960.00";"678.00";"195.33";"70.63";"";""
"9730";"5";"4";"";"";"";"";"";"";"";"";"79.80";"9.02";"";"";"";"";"";"";"213.00";"85.80";"";"";"";"6.40";"11.40";"1.96";"1.63";"33.00";"";"";"";"";"";"";"";"";"";"5";"1";"";"1";"3";"15.83";"4.21";"";"";"";"";"";"14.67";"35.00";"";"";"";"";"";"";"";"";"";"";"";"482.00";"383.00";"248.26";"79.46";"";""
"9731";"6";"5";"";"";"";"";"";"";"";"";"84.20";"8.86";"";"";"";"";"";"";"246.80";"110.60";"";"";"";"7.60";"12.10";"2.18";"1.48";"38.00";"";"";"";"";"";"";"";"";"";"5";"3";"";"9";"5";"17.50";"4.33";"";"";"";"";"";"12.00";"26.40";"";"";"";"";"";"";"";"";"";"";"";"542.50";"386.00";"206.50";"71.15";"";""
"10136";"646";"406";"";"";"";"";"";"";"";"";"79.40";"7.70";"";"";"";"";"";"";"308.40";"174.20";"";"";"";"9.60";"";"";"";"40.80";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10138";"648";"408";"";"";"";"";"";"";"";"";"78.40";"8.30";"";"";"";"";"";"";"208.00";"85.00";"";"";"";"9.60";"15.00";"2.59";"1.50";"39.00";"";"";"";"";"";"";"";"";"";"5";"9";"";"5";"3";"15.80";"4.53";"";"";"";"";"";"15.60";"25.80";"";"";"";"";"";"";"";"";"";"";"";"793.00";"554.00";"190.88";"69.86";"";""
"10139";"659";"409";"";"";"";"";"";"";"";"";"77.50";"8.15";"";"";"";"";"";"";"185.80";"55.20";"";"";"";"5.80";"11.20";"2.02";"1.77";"32.00";"";"";"";"";"";"";"";"";"";"5";"1";"";"";"3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10145";"684";"415";"";"";"";"";"";"";"";"";"102.20";"9.02";"";"";"";"";"";"";"260.40";"116.20";"";"";"";"6.20";"11.40";"2.06";"1.72";"41.00";"";"";"";"";"";"";"";"";"";"1";"5";"";"5";"3";"16.88";"4.19";"";"";"";"";"";"12.50";"30.25";"";"";"";"";"";"";"";"";"";"";"";"376.00";"299.00";"254.96";"79.52";"";""
"9732";"7";"6";"";"";"";"";"";"";"";"";"82.00";"9.76";"";"";"";"";"";"";"235.40";"111.20";"";"";"";"8.20";"12.80";"2.14";"1.43";"36.00";"";"";"";"";"";"";"";"";"";"5";"5";"";"5";"3";"15.00";"4.42";"";"";"";"";"";"15.20";"29.00";"";"";"";"";"";"";"";"";"";"";"";"847.00";"545.00";"241.77";"64.34";"";""
"9739";"20";"13";"";"";"";"";"";"";"";"";"84.00";"";"";"";"";"";"";"";"235.40";"102.80";"";"";"";"6.20";"11.20";"2.18";"1.76";"41.80";"";"";"";"";"";"";"";"";"";"5";"5";"";"1";"3";"17.90";"4.52";"";"";"";"";"";"14.80";"34.00";"";"";"";"";"";"";"";"";"";"";"";"613.00";"463.00";"206.50";"75.53";"";""
"9754";"51";"28";"";"";"";"";"";"";"";"";"72.40";"10.44";"";"";"";"";"";"";"196.80";"84.80";"";"";"";"5.40";"10.40";"2.08";"1.53";"37.40";"";"";"";"";"";"";"";"";"";"5";"9";"";"";"1";"0.00";"0.00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9756";"54";"30";"";"";"";"";"";"";"";"";"91.80";"9.10";"";"";"";"";"";"";"237.80";"118.40";"";"";"";"7.60";"12.80";"2.27";"1.74";"36.00";"";"";"";"";"";"";"";"";"";"9";"5";"";"1";"1";"14.67";"4.26";"";"";"";"";"";"12.00";"31.00";"";"";"";"";"";"";"";"";"";"";"";"353.00";"286.00";"244.12";"81.02";"";""
"10221";"884";"491";"";"";"";"";"";"";"";"";"85.50";"10.26";"";"";"";"";"";"";"214.00";"63.00";"";"";"";"5.00";"10.40";"2.17";"1.69";"38.40";"";"";"";"";"";"";"";"";"";"5";"3";"";"9";"3";"18.80";"4.53";"";"";"";"";"";"14.00";"33.20";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10232";"917";"502";"";"";"";"";"";"";"";"";"88.00";"8.00";"";"";"";"";"";"";"211.60";"72.20";"";"";"";"5.20";"10.00";"1.82";"1.76";"34.00";"";"";"";"";"";"";"";"";"";"1";"1";"";"5";"3";"15.40";"4.11";"";"";"";"";"";"14.40";"31.60";"";"";"";"";"";"";"";"";"";"";"";"948.00";"726.00";"235.78";"76.58";"";""
"10233";"918";"503";"";"";"";"";"";"";"";"";"84.00";"8.10";"";"";"";"";"";"";"237.40";"78.80";"";"";"";"5.60";"10.20";"2.20";"1.74";"38.60";"";"";"";"";"";"";"";"";"";"1";"3";"";"5";"1";"13.20";"4.52";"";"";"";"";"";"15.20";"28.20";"";"";"";"";"";"";"";"";"";"";"";"693.00";"53.50";"299.33";"7.72";"";""
"10234";"919";"504";"";"";"";"";"";"";"";"";"85.20";"8.26";"";"";"";"";"";"";"200.60";"71.40";"";"";"";"5.60";"9.60";"2.10";"1.48";"33.80";"";"";"";"";"";"";"";"";"";"5";"9";"";"5";"1";"15.40";"4.63";"";"";"";"";"";"15.20";"30.80";"";"";"";"";"";"";"";"";"";"";"";"563.50";"471.00";"264.61";"83.58";"";""
"10235";"920";"505";"";"";"";"";"";"";"";"";"83.60";"8.56";"";"";"";"";"";"";"202.00";"64.60";"";"";"";"4.40";"9.00";"2.04";"1.61";"36.80";"";"";"";"";"";"";"";"";"";"1";"3";"";"5";"3";"16.20";"3.92";"";"";"";"";"";"12.80";"32.80";"";"";"";"";"";"";"";"";"";"";"";"755.50";"579.50";"269.39";"76.70";"";""
"10236";"921";"506";"";"";"";"";"";"";"";"";"79.00";"7.30";"";"";"";"";"";"";"209.00";"66.80";"";"";"";"3.00";"8.00";"1.89";"1.45";"37.40";"";"";"";"";"";"";"";"";"";"1";"3";"";"1";"3";"15.90";"4.04";"";"";"";"";"";"13.60";"32.40";"";"";"";"";"";"";"";"";"";"";"";"639.00";"492.50";"226.02";"77.07";"";""
"10237";"922";"507";"";"";"";"";"";"";"";"";"83.60";"6.80";"";"";"";"";"";"";"259.20";"78.40";"";"";"";"5.20";"9.00";"1.95";"1.47";"37.60";"";"";"";"";"";"";"";"";"";"3";"3";"";"5";"3";"16.60";"4.25";"";"";"";"";"";"13.20";"28.80";"";"";"";"";"";"";"";"";"";"";"";"0.00";"";"0.00";"";"";""
"9893";"328";"163";"";"";"";"";"";"";"";"";"90.00";"7.80";"";"";"";"";"";"";"259.20";"109.20";"";"";"";"5.80";"9.80";"1.99";"1.37";"35.80";"";"";"";"";"";"";"";"";"";"9";"3";"";"9";"1";"15.40";"3.93";"";"";"";"";"";"10.40";"22.60";"";"";"";"";"";"";"";"";"";"";"";"385.00";"316.00";"238.56";"82.08";"";""
"10239";"924";"509";"";"";"";"";"";"";"";"";"88.00";"8.62";"";"";"";"";"";"";"199.60";"85.00";"";"";"";"4.40";"11.60";"2.18";"1.56";"34.80";"";"";"";"";"";"";"";"";"";"1";"1";"";"5";"3";"16.10";"4.80";"";"";"";"";"";"16.40";"33.00";"";"";"";"";"";"";"";"";"";"";"";"776.00";"642.00";"281.74";"82.73";"";""
"10240";"925";"510";"";"";"";"";"";"";"";"";"82.60";"8.20";"";"";"";"";"";"";"225.80";"76.00";"";"";"";"5.80";"11.60";"1.99";"1.56";"29.60";"";"";"";"";"";"";"";"";"";"3";"1";"";"9";"1";"17.80";"4.78";"";"";"";"";"";"16.00";"30.80";"";"";"";"";"";"";"";"";"";"";"";"723.00";"590.50";"283.05";"86.67";"";""
"10241";"926";"511";"";"";"";"";"";"";"";"";"86.60";"7.60";"";"";"";"";"";"";"175.00";"44.60";"";"";"";"3.00";"7.80";"1.93";"1.56";"31.00";"";"";"";"";"";"";"";"";"";"3";"3";"";"9";"1";"17.70";"4.27";"";"";"";"";"";"12.00";"34.00";"";"";"";"";"";"";"";"";"";"";"";"945.00";"734.00";"270.12";"77.67";"";""
"10244";"943";"514";"";"";"";"";"";"";"";"";"72.60";"7.70";"";"";"";"";"";"";"168.60";"50.60";"";"";"";"2.80";"6.60";"1.96";"1.41";"30.60";"";"";"";"";"";"";"";"";"";"3";"3";"";"5";"3";"14.60";"3.96";"";"";"";"";"";"12.80";"32.80";"";"";"";"";"";"";"";"";"";"";"";"584.50";"460.00";"216.94";"78.70";"";""
"10245";"944";"515";"";"";"";"";"";"";"";"";"82.60";"7.60";"";"";"";"";"";"";"186.20";"62.40";"";"";"";"4.10";"8.10";"1.84";"1.54";"34.40";"";"";"";"";"";"";"";"";"";"3";"1";"";"5";"1";"16.30";"4.42";"";"";"";"";"";"13.60";"35.20";"";"";"";"";"";"";"";"";"";"";"";"935.00";"800.50";"278.09";"85.61";"";""
"10246";"945";"516";"";"";"";"";"";"";"";"";"80.80";"8.10";"";"";"";"";"";"";"196.60";"71.60";"";"";"";"5.00";"8.20";"1.84";"1.38";"33.40";"";"";"";"";"";"";"";"";"";"3";"9";"";"5";"3";"14.60";"4.36";"";"";"";"";"";"13.60";"29.20";"";"";"";"";"";"";"";"";"";"";"";"514.50";"386.50";"255.88";"75.12";"";""
"10248";"962";"518";"";"";"";"";"";"";"";"";"85.00";"7.60";"";"";"";"";"";"";"188.20";"80.80";"";"";"";"4.10";"7.70";"1.98";"1.44";"34.20";"";"";"";"";"";"";"";"";"";"3";"9";"";"9";"3";"13.80";"3.80";"";"";"";"";"";"16.80";"29.80";"";"";"";"";"";"";"";"";"";"";"";"568.50";"397.00";"127.88";"69.83";"";""
"10249";"966";"519";"";"";"";"";"";"";"";"";"86.40";"9.70";"";"";"";"";"";"";"220.00";"81.00";"";"";"";"4.80";"10.20";"1.88";"1.51";"33.20";"";"";"";"";"";"";"";"";"";"1";"3";"";"5";"3";"17.10";"4.53";"";"";"";"";"";"14.00";"33.60";"";"";"";"";"";"";"";"";"";"";"";"736.75";"650.25";"275.63";"88.26";"";""
"10250";"967";"520";"";"";"";"";"";"";"";"";"97.40";"7.60";"";"";"";"";"";"";"216.00";"79.00";"";"";"";"4.40";"10.20";"2.11";"1.60";"35.60";"";"";"";"";"";"";"";"";"";"1";"9";"";"5";"3";"15.40";"4.31";"";"";"";"";"";"14.40";"32.20";"";"";"";"";"";"";"";"";"";"";"";"606.00";"479.50";"251.20";"79.13";"";""
"10251";"985";"521";"";"";"";"";"";"";"";"";"85.60";"8.16";"";"";"";"";"";"";"203.20";"72.60";"";"";"";"5.00";"9.00";"1.81";"1.48";"29.40";"";"";"";"";"";"";"";"";"";"3";"9";"";"9";"3";"14.70";"4.50";"";"";"";"";"";"17.20";"29.80";"";"";"";"";"";"";"";"";"";"";"";"708.50";"624.50";"235.54";"88.11";"";""
"10253";"988";"523";"";"";"";"";"";"";"";"";"85.20";"8.18";"";"";"";"";"";"";"196.80";"47.80";"";"";"";"4.20";"9.40";"1.79";"1.50";"31.80";"";"";"";"";"";"";"";"";"";"1";"3";"";"5";"3";"19.10";"4.49";"";"";"";"";"";"14.40";"36.40";"";"";"";"";"";"";"";"";"";"";"";"658.50";"509.50";"272.94";"77.37";"";""
"10254";"989";"524";"";"";"";"";"";"";"";"";"71.00";"8.10";"";"";"";"";"";"";"200.40";"71.80";"";"";"";"4.10";"8.90";"1.76";"1.33";"31.60";"";"";"";"";"";"";"";"";"";"3";"9";"";"5";"3";"13.30";"4.34";"";"";"";"";"";"13.60";"28.00";"";"";"";"";"";"";"";"";"";"";"";"849.50";"689.00";"211.57";"81.11";"";""
