"PHL NO.";"OLD ACC. NO.";"GB NO.";"COLLECTING No.";"CULTIVAR/                VARIETY NAME/     PEDIGREE";"DIALECT";"SOURCE/ GROWER";"SCIENTIFIC NAME";"COUNT          COLL.";"PROV";"TOWN";"BARANGAY";"SITIO";"ACQ. DATE";"REMARKS";"LATITUDE";"LONGITUDE";"ALTITUDE";"COLL SOURCE";"GEN STAT";"SAM TYPE";"SAM MET";"MAT";"TOPO";"SITE";"SOIL TEX";"DRAIN";"SOIL COL";"STON"
"1243";"2672";"1762";"";"SYN.2  LB 88-89 DS";"";"IPB CORN BREED.";"Z. mays L. ";"";"";"";"";"";"8912";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1244";"2673";"1763";"";"XV2 (PH) C5 LB 88-89 DS";"";"IPB CORN BREED.";"Z. mays L. ";"";"";"";"";"";"8912";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1245";"2674";"1764";"";"T21 4 (INBRED) LB 88-89 DS";"";"IPB CORN BREED.";"Z. mays L. ";"";"";"";"";"";"8912";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1246";"2675";"1765";"";"MATATUM 2 LB 99 DS";"";"IPB CORN BREED.";"Z. mays L. ";"";"";"";"";"";"8912";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1247";"2676";"1766";"";"XV2 (PH) C2";"";"IPB CORN BREED.";"Z. mays L. ";"";"";"";"";"";"8912";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1248";"2677";"1767";"";"EL1 LB 88-89 DS";"";"IPB CORN BREED.";"Z. mays L. ";"";"";"";"";"";"8912";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1249";"2678";"1768";"";"XV4 (PH) C3 LB 88-89 DS";"";"IPB CORN BREED.";"Z. mays L. ";"";"";"";"";"";"8912";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1250";"2679";"1769";"";"IPB VAR 2 (EARLY) MS (C1) LB 88";"";"IPB CORN BREED.";"Z. mays L. ";"";"";"";"";"";"8912";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1251";"2680";"1770";"";"ARJURA LB 88-89 DS";"";"IPB CORN BREED.";"Z. mays L. ";"";"";"";"";"";"8912";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1252";"2681";"1771";"";"BS 18# LB 88-89 DS";"";"IPB CORN BREED.";"Z. mays L. ";"";"";"";"";"";"8912";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1253";"2682";"1772";"";"PK2 LB 88-89 DS";"";"IPB CORN BREED.";"Z. mays L. ";"";"";"";"";"";"8912";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1254";"2683";"1773";"";"IPB VAR 1 EARLY CO LB 88-89 WS";"";"IPB CORN BREED.";"Z. mays L. ";"PHL";"";"";"";"";"8912";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1255";"2684";"1774";"";"POOL 3 LB 88-89 DS";"";"IPB CORN BREED.";"Z. mays L. ";"";"";"";"";"";"8912";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1256";"2685";"1775";"";"CMB 8704 LB 88-89 DS";"";"IPB CORN BREED.";"Z. mays L. ";"";"";"";"";"";"8912";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1257";"2686";"1776";"";"BS 16 (S) C-3 LB 88-89 DS";"";"IPB CORN BREED.";"Z. mays L. ";"";"";"";"";"";"8912";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1259";"2688";"1778";"";"XV4 (PH) C0";"";"IPB CORN BREED.";"Z. mays L. ";"";"";"";"";"";"8912";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1260";"2689";"1779";"";"SSR 8501";"";"IPB CORN BREED.";"Z. mays L. ";"";"";"";"";"";"8912";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1261";"2690";"1780";"";"SUVAN 3";"";"IPB CORN BREED.";"Z. mays L. ";"";"";"";"";"";"8912";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1262";"2691";"1781";"";"MEXICAN DENT";"";"IPB CORN BREED.";"Z. mays L. ";"";"";"";"";"";"8912";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1263";"2692";"1782";"";"AP2 (PH) C3";"";"IPB CORN BREED.";"Z. mays L. ";"";"";"";"";"";"8912";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1264";"2693";"1783";"";"VM LB 88-89 DS";"";"IPB CORN BREED.";"Z. mays L. ";"";"";"";"";"";"8912";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1265";"2694";"1784";"";"AP2 (PH) C3 LB";"";"IPB CORN BREED.";"Z. mays L. ";"";"";"";"";"";"8912";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1266";"2695";"1785";"";"XV4 (PH) C4";"";"IPB CORN BREED.";"Z. mays L. ";"";"";"";"";"";"8912";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1267";"2696";"1786";"";"XV2 C1 LB 88-89 DS";"";"IPB CORN BREED.";"Z. mays L. ";"";"";"";"";"";"8912";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1268";"2697";"1787";"";"ANTIGUA GPO 1";"";"IPB CORN BREED.";"Z. mays L. ";"";"";"";"";"";"8912";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1269";"2698";"1788";"";"BS 18 LB 88-89 DS";"";"IPB CORN BREED.";"Z. mays L. ";"";"";"";"";"";"8912";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1304";"2699";"1789";"";"POP 31 (C4) HS";"";"IPB CORN BREED.";"Z. mays L. ";"";"";"";"";"";"900106";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1305";"2700";"1790";"";"POP 28 (C6 HS BULK";"";"IPB CORN BREED.";"Z. mays L. ";"";"";"";"";"";"900106";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1306";"2701";"1791";"";"POP 22 C7 -HS BULK";"";"IPB CORN BREED.";"Z. mays L. ";"";"";"";"";"";"900106";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1630";"2703";"1793";"";"";"";"";"Z. mays L. ";"PHL";"CAT";"BETO";"SAN ROQUE";"";"9007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1631";"2704";"1794";"";"";"";"MR. PAMBIO";"Z. mays L. ";"PHL";"ILN";"BATAC";"";"";"9007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1679";"2705";"1795";"";"";"";"PEDRO ANDRADA,JR.";"Z. mays L. ";"PHL";"MAS";"";"";"";"9007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1954";"2707";"1797";"NGM-90-002";"";"";"VICENTE MELON";"Z. mays L. ";"PHL";"NGR";"";"";"";"9010";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1955";"2708";"1798";"NGM-90-026";"";"";"";"Z. mays L. ";"PHL";"NGR";"";"";"";"9010";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1956";"2709";"1799";"NGM-90-027";"";"";"";"Z. mays L. ";"PHL";"NGR";"";"";"";"9010";"PUR";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1957";"2710";"1800";"NGM-90-032";"";"";"";"Z. mays L. ";"PHL";"NGR";"";"";"";"9010";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1958";"2711";"1801";"NGM-90-033";"";"";"";"Z. mays L. ";"PHL";"NGR";"";"";"";"9010";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1959";"2712";"1802";"NGM-90-048";"";"";"";"Z. mays L. ";"PHL";"NGR";"";"";"";"9010";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1960";"2713";"1803";"NGM-90-049";"";"";"";"Z. mays L. ";"PHL";"NGR";"";"";"";"9010";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1961";"2714";"1804";"NGM-90-061";"";"";"";"Z. mays L. ";"PHL";"NGR";"SIQUIJOR";"";"";"9010";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1962";"2715";"1805";"NGM-90-068";"";"";"";"Z. mays L. ";"PHL";"NGR";"SIQUIJOR";"";"";"9010";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2396";"2716";"1806";"NCA-91-111";"";"";"";"Z. mays L. ";"PHL";"ILS";"GALIMUYOD";"PITAK";"";"9104";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2397";"2717";"1807";"NCA/HYK-91-209";"";"";"";"Z. mays L. ";"PHL";"LAU";"WEST ARIAGAY";"SAN SIMON";"";"9104";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3045";"2718";"1808";"LHV-91-007";"MAIS";"";"";"Z. mays L. ";"PHL";"BUL";"SAN RAFAEL";"";"";"9104";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3808";"2719";"1809";"";"";"";"";"Z. mays L. ";"PHL";"LAG";"CALAMBA";"PAIKIT, CANLUBANG";"";"9104";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4166";"2739";"1829";"NCA/LHV-91-1194";"LAGKITAN";"";"";"Z. mays L. ";"PHL";"BTS";"TANAUAN";"SULPOK";"";"9110";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4167";"2740";"1830";"NCA/LHV-91-1195";"PULA";"";"";"Z. mays L. ";"PHL";"BTS";"TANAUAN";"SULPOK";"";"9110";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4172";"2753";"1843";"NCA/LHV-91-1200";"MAIS";"";"";"Z. mays L. ";"PHL";"BTS";"TANAUAN";"SULPOK";"";"9110";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4173";"2741";"1831";"NCA/LHV-91-1201";"SWEET CORN";"";"";"Z. mays L. ";"PHL";"BTS";"TANAUAN";"SULPOK";"";"9110";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4180";"2754";"1844";"NCALHV-91-1208";"MAIS";"";"";"Z. mays L. ";"PHL";"BTS";"TANAUAN";"SULPOK";"";"9110";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4181";"2755";"1845";"NCALHV-91-1209";"MAIS";"";"";"Z. mays L. ";"PHL";"BTS";"TANAUAN";"SULPOK";"";"9110";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4182";"2742";"1832";"NCA/LHV-91-1210";"MAIS";"";"";"Z. mays L. ";"PHL";"BTS";"TANAUAN";"SULPOK";"";"9110";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4183";"2756";"1846";"NCA/LHV-91-1211";"MAIS";"";"";"Z. mays L. ";"PHL";"BTS";"TANAUAN";"SULPOK";"";"9110";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4201";"2743";"1833";"LHV-91-1229";"";"";"";"Z. mays L. ";"PHL";"BTS";"TANAUAN";"LUGUS";"";"9110";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4203";"2744";"1834";"LHV-91-1231";"KIMIKO";"";"";"Z. mays L. ";"PHL";"BTS";"TANAUAN";"LUGUS";"";"9110";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4205";"2745";"1835";"LHV-91-1233";"";"";"";"Z. mays L. ";"PHL";"BTS";"TANAUAN";"LUGUS";"";"9110";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4208";"2734";"1824";"LHV-91-1236";"SWEET CORN";"";"";"Z. mays L. ";"PHL";"BTS";"TANAUAN";"LUGUS";"";"9110";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4211";"2735";"1825";"LHV-91-1239";"LAGKITAN";"";"";"Z. mays L. ";"PHL";"BTS";"TANAUAN";"LUGUS";"";"9110";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4419";"2758";"1847";"EBL/CJR-92-0014";"";"";"";"Z. mays L. ";"PHL";"CAV";"DASMARIÑAS";"";"";"9204";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4435";"2746";"1836";"";"";"";"";"Z. mays L. ";"PHL";"BTS";"TANAUAN";"BILOG-BILOG";"";"9204";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4480";"2759";"1848";"";"";"";"";"Z. mays L. ";"PHL";"BTS";"TANAUAN";"SULPOK";"";"9204";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4578";"2760";"1849";"EBL/CJR-92-046";"";"";"";"Z. mays L. ";"PHL";"NSM";"CATARMAN";"POLANGI";"";"9205";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4580";"2737";"1827";"EBL/LBM-92-054";"";"";"";"Z. mays L. ";"PHL";"NSM";"CATARMAN";"POLANGI";"";"9205";"POP";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4593";"2761";"1850";"";"";"";"";"Z. mays L. ";"PHL";"LEY";"LAGGAYON";"";"";"9205";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4803";"2762";"1851";"";"";"";"";"Z. mays L. ";"PHL";"ZDS";"IPIL";"";"";"9205";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4807";"2738";"1828";"";"";"";"";"Z. mays L. ";"PHL";"ZDN";"PATUAG";"TAMPILISAN";"";"9205";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4808";"2763";"1852";"";"";"";"";"Z. mays L. ";"PHL";"ZDN";"TAMPILISAN";"PATAAG";"";"9205";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4826";"2747";"1837";"";"";"";"";"Z. mays L. ";"PHL";"ZDN";"PINEN";"DI LAWA";"";"9205";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4830";"2764";"1853";"";"";"";"";"Z. mays L. ";"PHL";"ZDN";"SERGIO OSMEÑA";"VENUS";"";"9110";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4849";"2748";"1838";"";"";"";"";"Z. mays L. ";"PHL";"ZDN";"DAPITAN";"SULANGON";"";"9205";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4861";"2765";"1854";"";"";"";"";"Z. mays L. ";"PHL";"NGR";"BASAY";"CANDUMORO";"";"9206";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5079";"";"1870";"RGM/HVDH-92-016";"MARA MAIS";"";"";"Z. mays L. ";"PHL";"ILN";"DINGRAS";"SOLQUIANO";"";"9203";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5372";"2749";"1839";"EBL/LBM-93-001";"";"";"";"Z. mays L. ";"PHL";"BTS";"LIPA";"SAN RAFAEL";"";"9302";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5581";"2766";"1855";"NCA/LBM/RRC-93-088";"DIKIT";"";"";"Z. mays L. ";"PHL";"NVV";"BAYOMBONG";"MAGSAYSAY";"";"9204";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5582";"2767";"1856";"NCA/LBM/RRC-93-089";"DIKIT";"";"";"Z. mays L. ";"PHL";"NVV";"BAYOMBONG";"MAGSAYSAY";"";"9303";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5583";"2768";"1857";"NCA/LBM/RRC-93-090";"DIKIT";"";"";"Z. mays L. ";"PHL";"NVV";"BAYOMBONG";"MAGSAYSAY";"";"9303";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5661";"2769";"1858";"NCA/LBM/RRC-93-173";"DIKIT";"";"";"Z. mays L. ";"PHL";"NVV";"BAMBANG";"ABIAN";"";"9303";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5743";"2770";"1859";"NCA/LBM/RRC-93-256";"DIKIT";"";"";"Z. mays L. ";"PHL";"NVV";"SOLANO";"DODAP";"";"9303";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5757";"2771";"1860";"NCA/LBM/RRC-93-271";"";"";"";"Z. mays L. ";"PHL";"NVV";"SOLANO";"MONGKOL";"";"9303";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5907";"2750";"1840";"NCA/LBM/RRC-93-424";"";"";"";"Z. mays L. ";"PHL";"ISA";"ECHAGUE";"SAN ANTONIO MAINIT";"";"9303";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6013";"2772";"1861";"NCA/LBM/RRC-93-540";"DIKIT";"";"";"Z. mays L. ";"PHL";"ISA";"ALICIA";"";"";"9303";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6020";"2773";"1862";"NCA/LBM/RRC-93-547";"";"";"";"Z. mays L. ";"PHL";"ISA";"ALICIA";"";"";"9303";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6203";"2774";"1863";"LHV/ELQ/ZVM/RRC-93-033";"";"";"";"Z. mays L. ";"PHL";"IFU";"BANAUE";"AMGASAD";"";"9305";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6276";"2775";"1864";"LHV/ELQ/RRC/ZVM-93-106";"";"";"";"Z. mays L. ";"PHL";"IFU";"KIAGNAN";"HUCAB";"";"9305";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6277";"2776";"1865";"LHV.ELQ/RRC/ZVM-93-107";"";"";"";"Z. mays L. ";"PHL";"IFU";"KIAGNAN";"HUCAB";"";"9305";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6337";"2751";"1841";"LHV/ELQ/RRC/ZVM-93-167";"DIKIT";"";"";"Z. mays L. ";"PHL";"MTP";"POBLACION";"SAGADA";"";"9305";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6495";"2721";"1811";"";"";"";"";"Z. mays L. ";"PHL";"PAL";"";"";"";"8905";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6496";"2722";"1812";"";"";"";"";"Z. mays L. ";"PHL";"PAL";"";"";"";"8905";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6497";"2723";"1813";"";"";"";"";"Z. mays L. ";"PHL";"PAL";"";"";"";"8905";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6498";"2724";"1814";"";"";"";"";"Z. mays L. ";"PHL";"PAL";"";"";"";"8905";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6499";"2725";"1815";"";"IPB VAR. 1 EARLY BULK";"";"IPB CORN BREED.";"Z. mays L. ";"PHL";"LAG";"LOS BAÑOS";"";"";"9007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6500";"2726";"1816";"";"IPB VAR. 2 EARLY BULK";"";"IPB CORN BREED.";"Z. mays L. ";"PHL";"LAG";"LOS BAÑOS";"";"";"9007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6501";"2727";"1817";"";"SUWAN 2 (HS) BULK";"";"IPB CORN BREED.";"Z. mays L. ";"";"";"";"";"";"9007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6502";"2728";"1818";"";"KALUMPIT";"";"IPB CORN BREED.";"Z. mays L. ";"PHL";"";"";"";"";"9007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6503";"2729";"1819";"";"SAN CARLOS 90 WS SILANGAN";"";"IPB CORN BREED.";"Z. mays L. ";"PHL";"";"";"";"";"9007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6504";"2730";"1820";"";"TLW-DMR POOL (C3) HS";"";"IPB CORN BREED.";"Z. mays L. ";"PHL";"";"";"";"";"9007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6505";"2731";"1821";"";"SW 88E-106 TLY-DMR POOL (C3) HS";"";"IPB CORN BREED.";"Z. mays L. ";"PHL";"";"";"";"";"9007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6506";"2732";"1822";"";"SW 89E-102 TEY-DMR POOL (C3) HS";"";"IPB CORN BREED.";"Z. mays L. ";"PHL";"";"";"";"";"9007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6507";"2733";"1823";"";"SW 89E-105 TEW-DMR POOL (C3) HS";"";"IPB CORN BREED.";"Z. mays L. ";"PHL";"";"";"";"";"9007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7013";"2779";"1868";"AGR 152-93-014";"";"";"";"Z. mays L. ";"PHL";"BTS";"TANAUAN";"BILOGBILOG";"";"9311";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7028";"2780";"1869";"AGR 152-93-029";"";"";"";"Z. mays L. ";"PHL";"BTS";"TANAUAN";"SUPLANG";"";"9311";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8180";"";"1871";"LBS/VMVC-95-119";"";"";"";"Z. mays L. ";"PHL";"QUE";"POLILLO";"LANGUYIN";"";"9503";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8236";"";"1872";"LHJV/ELQ/IGB-95-026";"NATIVE CORN";"";"";"Z. mays L. ";"PHL";"QUE";"CATANAUAN";"MILAGROSA";"";"9504";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8278";"2777";"1866";"LHV/ELQ/ZVM/RRC-93-108";"";"";"";"Z. mays L. ";"PHL";"IFU";"KIAGNAN";"HUCAB";"";"9305";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8375";"";"1873";"LHV/ELQ/IGB-95-165";"TAKURONG";"";"";"Z. mays L. ";"PHL";"QUE";"SAN FRANCISCO";"CAUAYAN II";"";"9506";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8376";"";"1874";"LHV/ELQ/IGB-95-166";"";"";"";"Z. mays L. ";"PHL";"QUE";"SAN FRANCISCO";"CAUAYAN II";"";"9506";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8377";"";"1875";"LHV/ELQ/IGB-95-167";"";"";"";"Z. mays L. ";"PHL";"QUE";"SAN FRANCISCO";"CAUAYAN II";"";"9506";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8378";"";"1876";"LHV.ELQ.IGB-95-168";"";"";"";"Z. mays L. ";"PHL";"QUE";"SAN FRANCISCO";"CAUAYAN II";"";"9506";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8379";"";"1877";"LHV.ELQ.IGB-95-169";"TAKURONG";"";"";"Z. mays L. ";"PHL";"QUE";"SAN FRANCISCO";"CAUAYAN II";"";"9506";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8440";"";"1881";"REC/LBS/IGB/NC-95-013";"LAGKITAN";"";"";"Z. mays L. ";"PHL";"AKL";"KALIBO";"TOWN PROPER";"";"9506";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8475";"";"";"LBS/VMVC/LBM-95-005";"";"";"";"Z. mays L. ";"PHL";"AUR";"BALER";"CALABUANAN";"SETAN";"950922";"WHT; FLT";"";"";"";"FARMLAND";"";"MIXTURE/ POPULATION";"RANDOM";"";"";"";"";"";"";""
"8503";"";"";"LBS/VMVC/LBM-95-035";"";"";"";"Z. mays L. ";"PHL";"AUR";"CASIGURAN";"ESPERANZA";"";"950928";"WHT; FLT";"";"";"";"FARM STORE";"";"";"";"";"";"";"";"";"";""
"8718";"";"1882";"NCA/VMVC/RC-96-026";"BARASIBIS";"";"";"Z. mays L. ";"PHL";"ABR";"BANGUED";"AGTANGAO";"";"9602";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8719";"";"1883";"NCA/VMVC/RC-96-027";"DIKKIT";"";"";"Z. mays L. ";"PHL";"ABR";"BANGUED";"AGTANGAO";"";"9602";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8727";"";"1884";"NCA/VMVC-96-035";"PUKEK";"";"";"Z. mays L. ";"PHL";"ABR";"PENARRUBIA";"NAMRABAR";"";"9602";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8780";"";"1885";"NCA/VMVC-96-088";"";"";"";"Z. mays L. ";"PHL";"ABR";"DAGIONAN";"PIKIK";"";"9602";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8784";"";"1886";"NCA/VMVC-96-092";"";"";"";"Z. mays L. ";"PHL";"ABR";"DAGIONAN";"PIKIK";"";"9602";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8785";"";"1887";"NCA/VMVC-96-093";"";"";"";"Z. mays L. ";"PHL";"ABR";"DAGIONAN";"PIKIK";"";"9602";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8802";"";"1888";"NCA/VMVC-96-110";"DIKKIT";"";"";"Z. mays L. ";"PHL";"ABR";"SALAPADAN";"";"";"9602";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8821";"";"1889";"NCA/VMVC-96- 129";"DIKKIT";"";"";"Z. mays L. ";"PHL";"ABR";"MANABO";"LUZONG";"";"9602";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8822";"";"1890";"NCA/VMVC-96-130";"";"";"";"Z. mays L. ";"PHL";"ABR";"MANABO";"LUZONG";"";"9602";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8839";"";"1891";"NCA/VMVC-96-147";"DIKKIT";"";"";"Z. mays L. ";"PHL";"ABR";"LUBA";"BANGCAGAN";"";"9602";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8843";"";"1892";"NCA/VMVC-96-151";"";"";"";"Z. mays L. ";"PHL";"ABR";"LUBA";"BANGCAGAN";"";"9602";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8857";"";"1893";"NCA/VMVC-96-165";"";"";"";"Z. mays L. ";"PHL";"ABR";"LUBA";"BANGCAGAN";"";"9602";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8859";"";"1895";"NCA/VMVC/RC-96-167";"";"";"";"Z. mays L. ";"PHL";"ABR";"LUBA";"BANGCAGAN";"";"9602";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8909";"";"1896";"NCA/VMVC/RC-96-217";"DIKKIT";"";"";"Z. mays L. ";"PHL";"ABR";"SAN ISIDRO";"";"";"9603";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8919";"";"1897";"NCA/VMVC/RC-96-227";"DIKET";"";"";"Z. mays L. ";"PHL";"ABR";"VILLAVICIOSA";"ABAYA";"";"9603";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8941";"";"1898";"NCA/VMVC/RC-96-249";"BADBADONG";"";"";"Z. mays L. ";"PHL";"ABR";"PILAR";"NARNARRA";"";"9603";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8949";"";"1899";"NCA/VMVC/RC-96-257";"";"";"";"Z. mays L. ";"PHL";"ABR";"PILAR";"KINABITI";"";"9603";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8958";"";"1900";"NCA/VMVC/RC-96-266";"";"";"";"Z. mays L. ";"PHL";"ABR";"PILAR";"KINABITI";"";"9603";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9000";"";"1901";"NCA/VMVC/RC-96-307";"DIKKET";"";"";"Z. mays L. ";"PHL";"ABR";"PENARRUBIA";"BUGBOG";"";"9603";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9012";"";"1902";"NCA/VMVC/RC-96-319";"";"";"";"Z. mays L. ";"PHL";"ABR";"PENARRUBIA";"";"";"9603";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9027";"";"1903";"NCA/VMVC/RC-96-335";"DIKKET";"";"";"Z. mays L. ";"PHL";"ABR";"BANGUED";"PATUCANAY";"";"9603";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9054";"";"1905";"NCA/VMVC/RC-96-363";"DIKKET";"";"";"Z. mays L. ";"PHL";"ABR";"DOLORES";"CALUMBAYA";"";"9603";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
