"PHL NO.";"DAYS_EMER";"Column1";"";"DAYS_TASS";"Column1";"";"DAYS_SILK";"Column1";"";"DAYS_HARV"
"334";"5";"";"";"";"";"";"45";"";"";"91"
"488";"5";"";"";"";"";"";"46";"";"";"92"
"1189";"5";"";"";"";"";"";"49";"";"";"95"
"1190";"6";"";"";"";"";"";"48";"";"";"94"
"1192";"5";"";"";"";"";"";"48";"";"";"94"
"1199";"5";"";"";"";"";"";"47";"";"";"93"
"1213";"5";"";"";"";"";"";"52";"";"";"99"
"1214";"5";"";"";"";"";"";"49";"";"";"95"
"1215";"5";"";"";"";"";"";"49";"";"";"95"
"1221";"5";"";"";"";"";"";"52";"";"";"98"
"1232";"5";"";"";"";"";"";"53";"";"";"99"
"1234";"5";"";"";"";"";"";"53";"";"";"99"
"1246";"5";"";"";"";"";"";"52";"";"";""
"1250";"5";"";"";"";"";"";"52";"";"";"98"
"1257";"5";"";"";"";"";"";"48";"";"";"94"
"1771";"5";"";"";"";"";"";"52";"";"";"98"
"1959";"5";"";"";"";"";"";"48";"";"";"94"
"1960";"5";"";"";"";"";"";"51";"";"";"97"
"3808";"6";"";"";"";"";"";"49";"";"";"94"
"1631";"5";"";"";"";"";"";"46";"";"";"92"
"9890";"5";"";"";"";"";"";"51";"";"";"97"
"9895";"5";"";"";"";"";"";"46";"";"";"92"
"9907";"5";"";"";"";"";"";"70";"";"";"116"
"9909";"5";"";"";"";"";"";"51";"";"";"102"
"9924";"5";"";"";"";"";"";"58";"";"";"104"
"9946";"5";"";"";"";"";"";"53";"";"";"99"
"10191";"5";"";"";"";"";"";"";"";"";"104"
"10470";"5";"";"";"";"";"";"50";"";"";""
"10535";"5";"";"";"";"";"";"46";"";"";""
"10543";"6";"";"";"";"";"";"55";"";"";""
"10544";"6";"";"";"";"";"";"54";"";"";""
"10553";"6";"";"";"";"";"";"47";"";"";""
"10576";"6";"";"";"";"";"";"56";"";"";""
"9958";"6";"";"";"";"";"";"67";"";"";""
"4208";"7";"";"";"50";"";"";"53";"";"";"88"
"4211";"7";"";"";"48";"";"";"50";"";"";"88"
"4579";"7";"";"";"53";"";"";"58";"";"";"85"
"4580";"7";"";"";"58";"";"";"60";"";"";""
"4807";"7";"";"";"54";"";"";"59";"";"";""
"10580";"5";"";"";"50";"";"";"54";"";"";""
"10609";"5";"";"";"41";"";"";"49";"";"";""
"10647";"7";"";"";"43";"";"";"49";"";"";""
"10688";"7";"";"";"51";"";"";"54";"";"";""
"10697";"5";"";"";"53";"";"";"59";"";"";""
"10707";"5";"";"";"44";"";"";"49";"";"";""
"10713";"5";"";"";"44";"";"";"49";"";"";"84"
"10729";"7";"";"";"53";"";"";"56";"";"";"91"
"1631";"5";"";"";"44";"";"";"49";"";"";"84"
"4166";"7";"";"";"53";"";"";"55";"";"";"90"
"4167";"7";"";"";"54";"";"";"59";"";"";"99"
"4173";"7";"";"";"53";"";"";"55";"";"";"90"
"4182";"7";"";"";"53";"";"";"55";"";"";"90"
"4201";"7";"";"";"44";"";"";"50";"";"";"85"
"4205";"7";"";"";"54";"";"";"56";"";"";"91"
"4435";"5";"";"";"53";"";"";"58";"";"";""
"4203";"7";"";"";"54";"";"";"56";"";"";"89"
"4826";"5";"";"";"44";"";"";"50";"";"";"85"
"4849";"5";"";"";"47";"";"";"50";"";"";"85"
"5732";"5";"";"";"53";"";"";"56";"";"";"89"
"5907";"5";"";"";"47";"";"";"54";"";"";"89"
"6337";"5";"";"";"42";"";"";"48";"";"";"83"
"10437";"5";"";"";"44";"";"";"50";"";"";"85"
"10480";"5";"";"";"41";"";"";"44";"";"";"79"
"10495";"5";"";"";"44";"";"";"50";"";"";"85"
"10530";"5";"";"";"44";"";"";"47";"";"";"82"
"10565";"5";"";"";"50";"";"";"54";"";"";"89"
"10594";"5";"";"";"51";"";"";"44";"";"";"79"
"10612";"7";"";"";"44";"";"";"48";"";"";"83"
"10614";"7";"";"";"46";"";"";"50";"";"";"85"
"10617";"7";"";"";"46";"";"";"51";"";"";"86"
"10623";"7";"";"";"46";"";"";"51";"";"";"86"
"10660";"8";"";"";"44";"";"";"50";"";"";"85"
"10685";"8";"";"";"55";"";"";"63";"";"";"97"
"";"8";"";"";"";"";"";"";"";"";""
"";"8";"";"";"43";"";"";"50";"";"";"85"
"10703";"7";"";"";"62";"";"";"68";"";"";"103"
"10710";"8";"";"";"56";"";"";"60";"";"";"95"
"10719";"5";"";"";"50";"";"";"54";"";"";"89"
"1631";"5";"";"";"47";"";"";"50";"";"";"85"
"7026";"7";"";"";"51";"";"";"56";"";"";"91"
"4172";"5";"";"";"52";"";"";"57";"";"";"92"
"4180";"5";"";"";"56";"";"";"61";"";"";"96"
"4181";"5";"";"";"54";"";"";"61";"";"";"96"
"4183";"5";"";"";"53";"";"";"57";"";"";"92"
"4419";"5";"";"";"54";"";"";"57";"";"";"92"
"4480";"5";"";"";"42";"";"";"47";"";"";"82"
"4578";"5";"";"";"48";"";"";"54";"";"";"89"
"4593";"5";"";"";"52";"";"";"54";"";"";"89"
"4803";"5";"";"";"48";"";"";"54";"";"";"89"
"4808";"5";"";"";"51";"";"";"54";"";"";"89"
"4830";"5";"";"";"51";"";"";"54";"";"";"89"
"4861";"5";"";"";"48";"";"";"54";"";"";"89"
"5581";"5";"";"";"46";"";"";"50";"";"";"85"
"5582";"5";"";"";"46";"";"";"51";"";"";"86"
"5583";"5";"";"";"46";"";"";"50";"";"";"85"
"5661";"5";"";"";"46";"";"";"48";"";"";"83"
"5743";"5";"";"";"50";"";"";"55";"";"";"90"
"5757";"5";"";"";"50";"";"";"56";"";"";"91"
"6013";"5";"";"";"50";"";"";"55";"";"";""
"6020";"5";"";"";"49";"";"";"55";"";"";"90"
"6203";"7";"";"";"51";"";"";"57";"";"";"92"
"6276";"5";"";"";"52";"";"";"57";"";"";"92"
"6277";"5";"";"";"55";"";"";"58";"";"";"93"
"6278";"5";"";"";"55";"";"";"59";"";"";"94"
"7013";"6";"";"";"55";"";"";"59";"";"";"94"
"7028";"5";"";"";"47";"";"";"49";"";"";"84"
"9958";"5";"";"";"63";"";"";"70";"";"";"105"
"10074";"5";"";"";"55";"";"";"58";"";"";"93"
"10087";"5";"";"";"67";"";"";"70";"";"";"105"
"10186";"5";"";"";"47";"";"";"54";"";"";"89"
"10225";"7";"";"";"52";"";"";"59";"";"";"94"
"10284";"7";"";"";"";"";"";"44";"";"";"50"
"10328";"5";"";"";"52";"";"";"59";"";"";""
"10405";"5";"";"";"47";"";"";"54";"";"";"89"
"10406";"5";"";"";"45";"";"";"48";"";"";"83"
"10409";"5";"";"";"53";"";"";"56";"";"";"91"
"10414";"5";"";"";"50";"";"";"54";"";"";"89"
"10443";"5";"";"";"48";"";"";"54";"";"";"89"
"10493";"5";"";"";"45";"";"";"49";"";"";"84"
"10519";"5";"";"";"42";"";"";"48";"";"";"83"
"10545";"5";"";"";"49";"";"";"55";"";"";"90"
"10546";"5";"";"";"53";"";"";"55";"";"";"90"
"10548";"5";"";"";"39";"";"";"41";"";"";"76"
"10550";"5";"";"";"";"";"";"45";"";"";"51"
"10552";"5";"";"";"49";"";"";"54";"";"";"89"
"10555";"5";"";"";"44";"";"";"48";"";"";"83"
"10557";"5";"";"";"47";"";"";"54";"";"";"89"
"10560";"5";"";"";"47";"";"";"51";"";"";"86"
"10561";"5";"";"";"52";"";"";"56";"";"";"91"
"10562";"5";"";"";"47";"";"";"51";"";"";"86"
"10563";"5";"";"";"44";"";"";"47";"";"";"82"
"";"5";"";"";"53";"";"";"57";"";"";"92"
"10588";"7";"";"";"50";"";"";"60";"";"";"85"
"10589";"5";"";"";"47";"";"";"54";"";"";"89"
"10590";"7";"";"";"42";"";"";"47";"";"";"82"
"10591";"7";"";"";"49";"";"";"54";"";"";"89"
"10592";"7";"";"";"47";"";"";"50";"";"";"85"
"10593";"5";"";"";"40";"";"";"42";"";"";"77"
"10595";"7";"";"";"49";"";"";"53";"";"";"88"
"10596";"7";"";"";"50";"";"";"54";"";"";"89"
"10597";"7";"";"";"51";"";"";"55";"";"";"90"
"10601";"7";"";"";"48";"";"";"54";"";"";"89"
"10602";"7";"";"";"51";"";"";"53";"";"";"90"
"10604";"7";"";"";"42";"";"";"48";"";"";"83"
"10605";"7";"";"";"54";"";"";"59";"";"";"94"
"10606";"7";"";"";"48";"";"";"54";"";"";"89"
"10607";"7";"";"";"54";"";"";"57";"";"";"92"
"10608";"7";"";"";"48";"";"";"54";"";"";"89"
"10615";"7";"";"";"47";"";"";"51";"";"";"86"
"10616";"7";"";"";"50";"";"";"56";"";"";"91"
"10618";"7";"";"";"47";"";"";"51";"";"";"86"
"10619";"7";"";"";"44";"";"";"47";"";"";"82"
"10620";"7";"";"";"47";"";"";"51";"";"";"86"
"10624";"7";"";"";"50";"";"";"54";"";"";"89"
"10626";"8";"";"";"51";"";"";"54";"";"";"89"
"10627";"5";"";"";"54";"";"";"57";"";"";"92"
"10628";"5";"";"";"40";"";"";"43";"";"";"78"
"10629";"5";"";"";"42";"";"";"47";"";"";"82"
"10631";"";"";"";"51";"";"";"56";"";"";"91"
"10736";"5";"";"";"47";"";"";"49";"";"";"84"
"10737";"5";"";"";"46";"";"";"49";"";"";"84"
"10738";"6";"";"";"46";"";"";"50";"";"";"85"
"10739";"7";"";"";"45";"";"";"48";"";"";"83"
"10632";"7";"";"";"53";"";"";"57";"";"";"92"
"10740";"5";"";"";"43";"";"";"48";"";"";"83"
"10742";"5";"";"";"43";"";"";"45";"";"";"80"
"10743";"5";"";"";"43";"";"";"47";"";"";"82"
"10744";"5";"";"";"47";"";"";"50";"";"";"85"
"10745";"5";"";"";"47";"";"";"52";"";"";"87"
"10748";"5";"";"";"51";"";"";"61";"";"";"96"
"10755";"5";"";"";"51";"";"";"55";"";"";"90"
"10760";"5";"";"";"47";"";"";"51";"";"";"86"
"10762";"5";"";"";"51";"";"";"54";"";"";"89"
"10763";"5";"";"";"49";"";"";"55";"";"";"90"
"10764";"5";"";"";"51";"";"";"56";"";"";"91"
"10768";"5";"";"";"52";"";"";"55";"";"";"90"
"10769";"5";"";"";"53";"";"";"56";"";"";"91"
"10772";"5";"";"";"49";"";"";"52";"";"";"87"
"10773";"5";"";"";"49";"";"";"52";"";"";"87"
"10670";"5";"";"";"52";"";"";"56";"";"";"91"
"10777";"5";"";"";"49";"";"";"55";"";"";"90"
"10784";"5";"";"";"51";"";"";"55";"";"";"90"
"10785";"5";"";"";"50";"";"";"55";"";"";"90"
"10786";"5";"";"";"47";"";"";"51";"";"";"86"
"10790";"5";"";"";"45";"";"";"49";"";"";"84"
"10695";"8";"";"";"43";"";"";"47";"";"";"82"
"10696";"8";"";"";"51";"";"";"54";"";"";"89"
"10702";"7";"";"";"51";"";"";"55";"";"";"90"
"10704";"7";"";"";"51";"";"";"54";"";"";"89"
"10708";"7";"";"";"52";"";"";"56";"";"";"91"
"10714";"7";"";"";"57";"";"";"61";"";"";"96"
"10715";"7";"";"";"54";"";"";"57";"";"";"92"
"10716";"7";"";"";"53";"";"";"57";"";"";"92"
"10718";"7";"";"";"52";"";"";"56";"";"";"91"
"10720";"7";"";"";"49";"";"";"55";"";"";"90"
"1199";"7";"";"";"47";"";"";"54";"";"";"89"
